0 -3.29895e-05 0.001
1 0.00040748 0.001
2 0.00090474 0.001
3 0.000863357 0.000746385
4 0.000720473 0.001
5 0.000337367 0.000170495
6 -0.00103188 0.001
7 -0.000818988 0.001
8 0.00226167 0.001
9 0.000472632 0.001
10 0.00192147 0.001
11 -0.000326022 0.001
12 0.00041862 0.001
13 0.00307216 0.001
14 0.00306726 0.001
15 0.00255634 0.000996158
16 0.00367681 0.000843272
17 0.00142542 0.001
18 0.00488071 0.000916108
19 0.00478185 0.001
20 0.00449731 0.001
21 0.00648376 0.001
22 0.00696737 0.001
23 0.00733356 0.001
24 0.00803918 0.001
25 0.0101506 0.000892071
26 0.00840086 0.001
27 0.0108407 0.001
28 0.0130375 0.001
29 0.014303 0.001
30 0.0173619 0.001
31 0.0180863 0.001
32 0.0177972 0.00052294
33 0.0189849 0.001
34 0.0223907 0.001
35 0.0225673 0.001
36 0.024824 0.001
37 0.0268699 0.00087765
38 0.0285616 0.001
39 0.0289505 0.001
40 0.0292414 0.000287749
41 0.0298093 9.06742e-05
42 0.0291268 0.001
43 0.0311411 0.001
44 0.0317846 0.000625726
45 0.0318128 0.000476922
46 0.0307951 0.001
47 0.0300377 0.001
48 0.0295107 0.001
49 0.0298976 0.001
50 0.029369 0.001
51 0.0277399 0.001
52 0.0261951 0.000478298
53 0.0250451 0.001
54 0.0239044 0.000312286
55 0.0229915 0.000118419
56 0.0213936 0.001
57 0.0216325 0.001
58 0.0192423 0.001
59 0.0172567 0.001
60 0.0145853 0.001
61 0.0143284 0.000161255
62 0.0119285 0.001
63 0.0112712 0.001
64 0.0111115 0.001
65 0.0101519 0.001
66 0.00739835 0.000533882
67 0.00692759 0.001
68 0.00790219 0.001
69 0.00654076 0.001
70 0.00601005 0.001
71 0.00476213 0.000485032
72 0.00330993 1.12325e-05
73 0.00154317 0.001
74 0.000693141 0.001
75 0.00242631 0.001
76 0.00217313 0.001
77 0.000763871 0.001
78 0.000469659 0.001
79 -0.000994909 0.001
80 2.58343e-06 0.001
81 3.73958e-05 0.001
82 0.000511228 0.001
83 0.00171579 0.001
84 -0.00195846 0.001
85 -0.000410586 0.001
86 -0.000704791 0.001
87 -1.48069e-05 0.001
88 9.90099e-05 1.91427e-05
89 0.000582453 0.001
90 0.00115344 0.001
91 0.000949095 0.001
92 0.000778719 0.001
93 0.00124755 0.001
94 -0.000367271 0.001
95 0.000253417 0.001
96 4.71589e-05 0.001
97 0.000210876 0.001
98 -4.48755e-05 0.000132059
99 -0.00181573 0.001
